"Symbol,DateTime,Open,High,Low,Close"
"SPX,7/3/2001 12:00:00 AM,1236.71,1236.71,1229.43,1234.4499"
"SPX,7/5/2001 12:00:00 AM,1234.4499,1234.4499,1219.15,1219.24"
"SPX,7/6/2001 12:00:00 AM,1219.24,1219.24,1188.74,1190.59"
"SPX,7/9/2001 12:00:00 AM,1190.59,1201.76,1189.75,1198.78"
"SPX,7/10/2001 12:00:00 AM,1198.78,1203.43,1179.93,1181.52"
"SPX,7/11/2001 12:00:00 AM,1181.52,1184.93,1168.46,1180.18"
"SPX,7/12/2001 12:00:00 AM,1180.18,1210.25,1180.18,1208.14"
"SPX,7/13/2001 12:00:00 AM,1208.14,1218.54,1203.61,1215.68"
"SPX,7/16/2001 12:00:00 AM,1215.68,1219.63,1200.0501,1202.4499"
"SPX,7/17/2001 12:00:00 AM,1202.4499,1215.36,1196.14,1214.4399"
"SPX,7/18/2001 12:00:00 AM,1214.4399,1214.4399,1198.33,1207.71"
"SPX,7/19/2001 12:00:00 AM,1207.71,1225.04,1205.8001,1215.02"
"SPX,7/20/2001 12:00:00 AM,1215.02,1215.6899,1207.04,1210.85"
"SPX,7/23/2001 12:00:00 AM,1210.85,1215.22,1190.5,1191.03"
"SPX,7/24/2001 12:00:00 AM,1191.03,1191.03,1165.54,1171.65"
"SPX,7/25/2001 12:00:00 AM,1171.65,1190.52,1171.28,1190.5"
"SPX,7/26/2001 12:00:00 AM,1190.49,1204.18,1182.65,1202.87"
"SPX,7/27/2001 12:00:00 AM,1202.93,1209.26,1195.99,1205.82"
"SPX,7/30/2001 12:00:00 AM,1205.82,1209.0501,1200.41,1204.52"
"SPX,7/31/2001 12:00:00 AM,1204.52,1222.74,1204.52,1211.23"
"SPX,8/1/2001 12:00:00 AM,1211.23,1223.04,1211.23,1215.93"
"SPX,8/2/2001 12:00:00 AM,1215.93,1226.27,1215.3101,1220.75"
"SPX,8/3/2001 12:00:00 AM,1220.75,1220.75,1205.3101,1214.35"
"SPX,8/6/2001 12:00:00 AM,1214.35,1214.35,1197.35,1200.48"
"SPX,8/7/2001 12:00:00 AM,1200.47,1207.5601,1195.64,1204.4"
"SPX,8/8/2001 12:00:00 AM,1204.4,1206.79,1181.27,1183.53"
"SPX,8/9/2001 12:00:00 AM,1183.53,1184.71,1174.68,1183.43"
"SPX,8/10/2001 12:00:00 AM,1183.43,1193.33,1169.5501,1190.16"
"SPX,8/13/2001 12:00:00 AM,1190.16,1193.82,1185.12,1191.29"
"SPX,8/14/2001 12:00:00 AM,1191.29,1198.79,1184.26,1186.73"
"SPX,8/15/2001 12:00:00 AM,1186.73,1191.21,1177.61,1178.02"
"SPX,8/16/2001 12:00:00 AM,1178.02,1181.8001,1166.08,1181.66"
"SPX,8/17/2001 12:00:00 AM,1181.66,1181.66,1156.07,1161.97"
"SPX,8/20/2001 12:00:00 AM,1161.97,1171.41,1160.9399,1171.41"
"SPX,8/21/2001 12:00:00 AM,1171.41,1179.85,1156.5601,1157.26"
"SPX,8/22/2001 12:00:00 AM,1157.26,1168.5601,1153.34,1165.3101"
"SPX,8/23/2001 12:00:00 AM,1165.3101,1169.86,1160.96,1162.09"
"SPX,8/24/2001 12:00:00 AM,1162.09,1185.15,1162.09,1184.93"
"SPX,8/27/2001 12:00:00 AM,1184.93,1186.85,1178.07,1179.21"
"SPX,8/28/2001 12:00:00 AM,1179.21,1179.66,1161.17,1161.51"
"SPX,8/29/2001 12:00:00 AM,1161.51,1166.97,1147.38,1148.5601"
"SPX,8/30/2001 12:00:00 AM,1148.6,1151.75,1124.87,1129.03"
"SPX,8/31/2001 12:00:00 AM,1129.03,1141.83,1126.38,1133.58"
"SPX,9/4/2001 12:00:00 AM,1133.58,1155.4,1129.0601,1132.9399"
"SPX,9/5/2001 12:00:00 AM,1132.9399,1135.52,1114.86,1131.74"
"SPX,9/6/2001 12:00:00 AM,1131.74,1131.74,1105.83,1106.4"
"SPX,9/7/2001 12:00:00 AM,1106.4,1106.4,1082.12,1085.78"
"SPX,9/10/2001 12:00:00 AM,1085.78,1096.9399,1073.15,1092.54"
"SPX,9/17/2001 12:00:00 AM,1092.54,1092.54,1037.46,1038.77"
"SPX,9/18/2001 12:00:00 AM,1038.77,1046.42,1029.25,1032.74"
"SPX,9/19/2001 12:00:00 AM,1032.74,1038.91,984.62,1016.1"
"SPX,9/20/2001 12:00:00 AM,1016.1,1016.1,984.49,984.54"
"SPX,9/21/2001 12:00:00 AM,984.54,984.54,944.75,965.8"
"SPX,9/24/2001 12:00:00 AM,965.8,1008.44,965.8,1003.45"
"SPX,9/25/2001 12:00:00 AM,1003.45,1017.14,998.33,1012.27"
"SPX,9/26/2001 12:00:00 AM,1012.27,1020.29,1002.62,1007.04"
"SPX,9/27/2001 12:00:00 AM,1007.04,1018.92,998.24,1018.61"
"SPX,9/28/2001 12:00:00 AM,1018.61,1040.9399,1018.61,1040.9399"
"SPX,10/1/2001 12:00:00 AM,1040.9399,1040.9399,1026.76,1038.5501"
"SPX,10/2/2001 12:00:00 AM,1038.5501,1051.33,1034.47,1051.33"
"SPX,10/3/2001 12:00:00 AM,1051.33,1075.38,1041.48,1072.28"
"SPX,10/4/2001 12:00:00 AM,1072.28,1084.12,1067.82,1069.62"
"SPX,10/5/2001 12:00:00 AM,1069.62,1072.35,1053.5,1071.38"
"SPX,10/8/2001 12:00:00 AM,1071.37,1071.37,1056.88,1062.4399"
"SPX,10/9/2001 12:00:00 AM,1062.4399,1063.37,1053.83,1056.75"
"SPX,10/10/2001 12:00:00 AM,1056.75,1081.62,1052.6999,1080.99"
"SPX,10/11/2001 12:00:00 AM,1080.99,1099.16,1080.99,1097.43"
"SPX,10/12/2001 12:00:00 AM,1097.43,1097.43,1072.15,1091.65"
"SPX,10/15/2001 12:00:00 AM,1091.65,1091.65,1078.1899,1089.98"
"SPX,10/16/2001 12:00:00 AM,1089.98,1101.66,1087.13,1097.54"
"SPX,10/17/2001 12:00:00 AM,1097.54,1107.12,1076.57,1077.09"
"SPX,10/18/2001 12:00:00 AM,1077.09,1077.9399,1064.54,1068.61"
"SPX,10/19/2001 12:00:00 AM,1068.61,1075.52,1057.24,1073.48"
"SPX,10/22/2001 12:00:00 AM,1073.48,1090.57,1070.32,1089.9"
"SPX,10/23/2001 12:00:00 AM,1089.9,1098.99,1081.53,1084.78"
"SPX,10/24/2001 12:00:00 AM,1084.78,1090.26,1079.98,1085.1999"
"SPX,10/25/2001 12:00:00 AM,1085.1999,1100.09,1065.64,1100.09"
"SPX,10/26/2001 12:00:00 AM,1100.09,1110.61,1094.24,1104.61"
"SPX,10/29/2001 12:00:00 AM,1104.61,1104.61,1078.3001,1078.3001"
"SPX,10/30/2001 12:00:00 AM,1078.3001,1078.3001,1053.61,1059.79"
"SPX,10/31/2001 12:00:00 AM,1059.79,1074.79,1057.5501,1059.78"
"SPX,11/1/2001 12:00:00 AM,1059.78,1085.61,1054.3101,1084.1"
"SPX,11/2/2001 12:00:00 AM,1084.1,1089.63,1075.58,1087.1999"
"SPX,11/5/2001 12:00:00 AM,1087.1999,1106.72,1087.1999,1102.84"
"SPX,11/6/2001 12:00:00 AM,1102.84,1119.73,1095.36,1118.86"
"SPX,11/7/2001 12:00:00 AM,1118.86,1126.62,1112.98,1115.8001"
"SPX,11/8/2001 12:00:00 AM,1115.8001,1135.75,1115.42,1118.54"
"SPX,11/9/2001 12:00:00 AM,1118.54,1123.02,1111.13,1120.3101"
"SPX,11/12/2001 12:00:00 AM,1120.3101,1121.71,1098.32,1118.33"
"SPX,11/13/2001 12:00:00 AM,1118.33,1139.14,1118.33,1139.09"
"SPX,11/14/2001 12:00:00 AM,1139.09,1148.28,1132.87,1141.21"
"SPX,11/15/2001 12:00:00 AM,1141.21,1146.46,1135.0601,1142.25"
"SPX,11/16/2001 12:00:00 AM,1142.24,1143.52,1129.92,1138.65"
"SPX,11/19/2001 12:00:00 AM,1138.65,1151.0601,1138.65,1151.0601"
"SPX,11/20/2001 12:00:00 AM,1151.0601,1152.4499,1142.17,1142.66"
"SPX,11/21/2001 12:00:00 AM,1142.66,1142.66,1129.78,1137.03"
"SPX,11/23/2001 12:00:00 AM,1137.03,1151.0501,1135.9,1150.34"
"SPX,11/26/2001 12:00:00 AM,1150.34,1157.88,1146.17,1157.42"
"SPX,11/27/2001 12:00:00 AM,1157.42,1163.38,1140.8101,1149.5"
"SPX,11/28/2001 12:00:00 AM,1149.5,1149.5,1128.29,1128.52"
"SPX,11/29/2001 12:00:00 AM,1128.52,1140.4,1125.51,1140.21"
"SPX,11/30/2001 12:00:00 AM,1140.1999,1143.57,1135.89,1139.4499"
"SPX,12/3/2001 12:00:00 AM,1139.4499,1139.4499,1125.78,1129.9"
"SPX,12/4/2001 12:00:00 AM,1129.9,1144.8001,1128.86,1144.8001"
"SPX,12/5/2001 12:00:00 AM,1143.77,1173.62,1143.77,1170.35"
"SPX,12/6/2001 12:00:00 AM,1170.35,1173.35,1164.43,1167.1"
"SPX,12/7/2001 12:00:00 AM,1167.1,1167.1,1152.66,1158.3001"
"SPX,12/10/2001 12:00:00 AM,1158.3101,1158.3101,1139.66,1139.93"
"SPX,12/11/2001 12:00:00 AM,1139.93,1150.89,1134.32,1136.76"
"SPX,12/12/2001 12:00:00 AM,1136.76,1141.58,1126.01,1137.07"
"SPX,12/13/2001 12:00:00 AM,1137.07,1137.07,1117.85,1119.38"
"SPX,12/14/2001 12:00:00 AM,1119.38,1128.28,1104.5,1123.07"
"SPX,12/17/2001 12:00:00 AM,1123.09,1137.36,1122.34,1134.36"
"SPX,12/18/2001 12:00:00 AM,1134.36,1145.1,1134.36,1142.98"
"SPX,12/19/2001 12:00:00 AM,1142.92,1152.4399,1134.75,1149.5601"
"SPX,12/20/2001 12:00:00 AM,1149.5601,1151.42,1139.9399,1139.9399"
"SPX,12/21/2001 12:00:00 AM,1139.93,1147.83,1139.93,1144.89"
"SPX,12/24/2001 12:00:00 AM,1144.89,1147.83,1144.62,1144.65"
"SPX,12/26/2001 12:00:00 AM,1144.65,1159.18,1144.65,1149.36"
"SPX,12/27/2001 12:00:00 AM,1149.37,1157.13,1149.37,1157.13"
"SPX,12/28/2001 12:00:00 AM,1157.13,1164.64,1157.13,1161.01"
"SPX,12/31/2001 12:00:00 AM,1161.02,1161.16,1148.04,1148.16"
"SPX,1/2/2002 12:00:00 AM,1148.08,1154.67,1136.23,1154.67"
"SPX,1/3/2002 12:00:00 AM,1154.67,1165.27,1154.01,1165.27"
"SPX,1/4/2002 12:00:00 AM,1165.27,1176.5501,1163.42,1172.52"
"SPX,1/7/2002 12:00:00 AM,1172.51,1176.97,1163.5501,1164.89"
"SPX,1/8/2002 12:00:00 AM,1164.89,1167.6,1157.46,1160.71"
"SPX,1/9/2002 12:00:00 AM,1160.71,1174.26,1151.89,1155.12"
"SPX,1/10/2002 12:00:00 AM,1155.14,1159.93,1150.85,1156.5501"
"SPX,1/11/2002 12:00:00 AM,1156.5501,1159.41,1145.4499,1145.6"
"SPX,1/14/2002 12:00:00 AM,1145.6,1145.6,1138.15,1138.41"
"SPX,1/15/2002 12:00:00 AM,1138.41,1148.8101,1136.88,1146.17"
"SPX,1/16/2002 12:00:00 AM,1146.1899,1146.1899,1127.49,1127.57"
"SPX,1/17/2002 12:00:00 AM,1127.57,1139.27,1127.57,1138.89"
"SPX,1/18/2002 12:00:00 AM,1138.88,1138.88,1124.4499,1127.58"
"SPX,1/22/2002 12:00:00 AM,1127.58,1135.26,1117.91,1119.3101"
"SPX,1/23/2002 12:00:00 AM,1119.3101,1131.9399,1117.43,1128.18"
"SPX,1/24/2002 12:00:00 AM,1128.18,1139.5,1128.18,1132.1899"
"SPX,1/25/2002 12:00:00 AM,1132.15,1138.3101,1127.82,1133.28"
"SPX,1/28/2002 12:00:00 AM,1133.28,1138.63,1126.66,1133.07"
"SPX,1/29/2002 12:00:00 AM,1133.0601,1137.47,1098.74,1100.64"
"SPX,1/30/2002 12:00:00 AM,1100.64,1113.79,1081.66,1113.57"
"SPX,1/31/2002 12:00:00 AM,1113.57,1130.18,1113.3001,1130.18"
"SPX,2/1/2002 12:00:00 AM,1130.1999,1130.1999,1118.51,1122.1899"
"SPX,2/4/2002 12:00:00 AM,1122.1999,1122.1999,1092.25,1094.4399"
"SPX,2/5/2002 12:00:00 AM,1094.4399,1100.96,1082.58,1090.02"
"SPX,2/6/2002 12:00:00 AM,1090.02,1093.58,1077.78,1083.54"
"SPX,2/7/2002 12:00:00 AM,1083.51,1094.03,1078.4399,1080.1899"
"SPX,2/8/2002 12:00:00 AM,1080.17,1096.3001,1079.91,1096.22"
"SPX,2/11/2002 12:00:00 AM,1096.22,1112.01,1094.68,1111.93"
"SPX,2/12/2002 12:00:00 AM,1111.9399,1112.68,1102.98,1107.5"
"SPX,2/13/2002 12:00:00 AM,1107.5,1120.5601,1107.5,1118.46"
"SPX,2/14/2002 12:00:00 AM,1118.51,1124.72,1112.3001,1116.48"
"SPX,2/15/2002 12:00:00 AM,1116.48,1117.09,1103.23,1104.18"
"SPX,2/19/2002 12:00:00 AM,1104.18,1104.18,1082.24,1083.21"
"SPX,2/20/2002 12:00:00 AM,1083.34,1098.32,1074.36,1097.98"
"SPX,2/21/2002 12:00:00 AM,1097.98,1101.5,1080.24,1080.9499"
"SPX,2/22/2002 12:00:00 AM,1080.9499,1093.93,1074.39,1089.84"
"SPX,2/25/2002 12:00:00 AM,1089.84,1112.71,1089.84,1109.43"
"SPX,2/26/2002 12:00:00 AM,1109.43,1115.0501,1101.72,1109.4"
"SPX,2/27/2002 12:00:00 AM,1109.38,1123.0601,1102.26,1109.89"
"SPX,2/28/2002 12:00:00 AM,1109.89,1121.57,1106.73,1106.75"
"SPX,3/1/2002 12:00:00 AM,1106.73,1131.79,1106.73,1131.78"
"SPX,3/4/2002 12:00:00 AM,1131.78,1153.8101,1130.93,1153.78"
"SPX,3/5/2002 12:00:00 AM,1153.84,1157.74,1144.78,1146.14"
"SPX,3/6/2002 12:00:00 AM,1146.14,1165.29,1145.11,1162.76"
"SPX,3/7/2002 12:00:00 AM,1162.77,1167.9399,1150.6899,1157.54"
"SPX,3/8/2002 12:00:00 AM,1157.54,1172.76,1157.54,1164.3101"
"SPX,3/11/2002 12:00:00 AM,1164.3101,1173.03,1159.58,1168.26"
"SPX,3/12/2002 12:00:00 AM,1168.26,1168.26,1154.34,1165.58"
"SPX,3/13/2002 12:00:00 AM,1165.58,1165.58,1151.01,1154.09"
"SPX,3/14/2002 12:00:00 AM,1154.09,1157.83,1151.08,1153.04"
"SPX,3/15/2002 12:00:00 AM,1153.04,1166.48,1153.04,1166.16"
"SPX,3/18/2002 12:00:00 AM,1166.16,1172.73,1159.14,1165.5501"
"SPX,3/19/2002 12:00:00 AM,1165.5501,1173.9399,1165.5501,1170.29"
"SPX,3/20/2002 12:00:00 AM,1170.29,1170.29,1151.61,1151.85"
"SPX,3/21/2002 12:00:00 AM,1151.85,1155.1,1139.48,1153.58"
"SPX,3/22/2002 12:00:00 AM,1153.59,1156.49,1144.6,1148.68"
"SPX,3/25/2002 12:00:00 AM,1148.6999,1151.04,1131.87,1131.87"
"SPX,3/26/2002 12:00:00 AM,1131.87,1147,1131.61,1138.49"
"SPX,3/27/2002 12:00:00 AM,1138.49,1146.9499,1135.33,1144.58"
"SPX,3/28/2002 12:00:00 AM,1144.58,1154.4499,1144.58,1147.39"
"SPX,4/1/2002 12:00:00 AM,1147.39,1147.84,1132.87,1146.5501"
"SPX,4/2/2002 12:00:00 AM,1146.54,1146.54,1135.71,1136.76"
"SPX,4/3/2002 12:00:00 AM,1136.76,1138.85,1119.68,1125.51"
"SPX,4/4/2002 12:00:00 AM,1125.4,1130.4499,1120.0601,1126.34"
"SPX,4/5/2002 12:00:00 AM,1126.34,1133.3101,1119.49,1122.73"
"SPX,4/8/2002 12:00:00 AM,1122.73,1125.41,1111.79,1125.29"
"SPX,4/9/2002 12:00:00 AM,1125.29,1128.29,1116.73,1117.79"
"SPX,4/10/2002 12:00:00 AM,1117.8001,1131.76,1117.8001,1130.46"
"SPX,4/11/2002 12:00:00 AM,1130.47,1130.47,1102.42,1103.68"
"SPX,4/12/2002 12:00:00 AM,1103.6899,1112.77,1102.74,1111.01"
"SPX,4/15/2002 12:00:00 AM,1111.01,1114.86,1099.41,1102.5501"
"SPX,4/16/2002 12:00:00 AM,1102.5501,1129.4,1102.5501,1128.07"
"SPX,4/17/2002 12:00:00 AM,1128.37,1133,1123.37,1126.09"
"SPX,4/18/2002 12:00:00 AM,1126.07,1130.49,1109.29,1124.47"
"SPX,4/19/2002 12:00:00 AM,1124.47,1128.82,1122.59,1125.16"
"SPX,4/22/2002 12:00:00 AM,1125.17,1125.17,1105.62,1107.83"
"SPX,4/23/2002 12:00:00 AM,1107.83,1111.17,1098.9399,1100.96"
"SPX,4/24/2002 12:00:00 AM,1100.96,1108.46,1092.51,1093.14"
"SPX,4/25/2002 12:00:00 AM,1093.14,1094.36,1084.8101,1091.48"
"SPX,4/26/2002 12:00:00 AM,1091.48,1096.77,1076.3101,1076.32"
"SPX,4/29/2002 12:00:00 AM,1076.32,1078.9499,1063.62,1065.4499"
"SPX,4/30/2002 12:00:00 AM,1065.4499,1082.62,1063.46,1076.92"
"SPX,5/1/2002 12:00:00 AM,1076.92,1088.32,1065.29,1086.46"
"SPX,5/2/2002 12:00:00 AM,1086.46,1091.42,1079.46,1084.5601"
"SPX,5/3/2002 12:00:00 AM,1084.5601,1084.5601,1068.89,1073.46"
"SPX,5/6/2002 12:00:00 AM,1073.43,1075.96,1052.65,1052.66"
"SPX,5/7/2002 12:00:00 AM,1052.67,1058.67,1048.96,1049.49"
"SPX,5/8/2002 12:00:00 AM,1049.49,1088.92,1049.49,1088.84"
"SPX,5/9/2002 12:00:00 AM,1088.85,1088.85,1072.23,1073.01"
"SPX,5/10/2002 12:00:00 AM,1073.01,1075.43,1053.93,1054.99"
"SPX,5/13/2002 12:00:00 AM,1054.99,1074.84,1053.9,1074.5601"
"SPX,5/14/2002 12:00:00 AM,1074.5601,1097.71,1074.5601,1097.28"
"SPX,5/15/2002 12:00:00 AM,1097.28,1104.23,1088.9399,1091.07"
"SPX,5/16/2002 12:00:00 AM,1091.07,1099.29,1089.17,1098.23"
"SPX,5/17/2002 12:00:00 AM,1098.23,1106.59,1096.77,1106.59"
"SPX,5/20/2002 12:00:00 AM,1106.59,1106.59,1090.61,1091.87"
"SPX,5/21/2002 12:00:00 AM,1091.88,1099.5501,1079.08,1079.88"
"SPX,5/22/2002 12:00:00 AM,1079.88,1085.9499,1075.64,1085.89"
"SPX,5/23/2002 12:00:00 AM,1086.02,1097.1,1080.5501,1097.08"
"SPX,5/24/2002 12:00:00 AM,1097.08,1097.08,1082.1899,1083.82"
"SPX,5/28/2002 12:00:00 AM,1083.82,1085.98,1070.3101,1074.5501"
"SPX,5/29/2002 12:00:00 AM,1074.5501,1074.83,1067.66,1067.66"
"SPX,5/30/2002 12:00:00 AM,1067.66,1069.5,1054.26,1064.66"
"SPX,5/31/2002 12:00:00 AM,1064.66,1079.93,1064.66,1067.13"
"SPX,6/3/2002 12:00:00 AM,1067.14,1070.74,1039.9,1040.62"
"SPX,6/4/2002 12:00:00 AM,1040.68,1046.0601,1030.52,1040.6899"
"SPX,6/5/2002 12:00:00 AM,1040.6899,1050.11,1038.84,1049.93"
"SPX,6/6/2002 12:00:00 AM,1049.9,1049.9,1026.91,1029.15"
"SPX,6/7/2002 12:00:00 AM,1029.15,1033.02,1012.49,1027.53"
"SPX,6/10/2002 12:00:00 AM,1027.53,1038.18,1025.4499,1030.74"
"SPX,6/11/2002 12:00:00 AM,1030.74,1039.04,1012.94,1013.6"
"SPX,6/12/2002 12:00:00 AM,1013.6,1021.85,1002.58,1020.24"
"SPX,6/13/2002 12:00:00 AM,1020.26,1023.47,1008.12,1009.56"
"SPX,6/14/2002 12:00:00 AM,1009.56,1009.56,981.63,1007.26"
"SPX,6/17/2002 12:00:00 AM,1007.27,1036.17,1007.27,1036.17"
"SPX,6/18/2002 12:00:00 AM,1036.17,1040.83,1030.92,1037.11"
"SPX,6/19/2002 12:00:00 AM,1037.14,1037.61,1017.88,1019.99"
"SPX,6/20/2002 12:00:00 AM,1019.99,1023.33,1004.59,1006.29"
"SPX,6/21/2002 12:00:00 AM,1006.29,1006.29,985.65,989.14"
"SPX,6/24/2002 12:00:00 AM,989.14,1002.11,970.85,992.72"
"SPX,6/25/2002 12:00:00 AM,992.72,1005.88,974.21,976.14"
"SPX,6/26/2002 12:00:00 AM,976.14,977.43,952.92,973.52"
"SPX,6/27/2002 12:00:00 AM,973.53,990.67,963.74,990.64"
"SPX,6/28/2002 12:00:00 AM,990.64,1001.79,988.31,989.82"
"SPX,7/1/2002 12:00:00 AM,989.82,994.46,967.43,968.65"
"SPX,7/2/2002 12:00:00 AM,968.65,968.65,945.54,948.09"
"SPX,7/3/2002 12:00:00 AM,948.09,954.3,934.87,953.99"
"SPX,7/5/2002 12:00:00 AM,953.99,989.07,953.99,989.03"
"SPX,7/8/2002 12:00:00 AM,989.03,993.56,972.91,976.98"
"SPX,7/9/2002 12:00:00 AM,976.98,979.63,951.71,952.83"
"SPX,7/10/2002 12:00:00 AM,952.83,956.34,920.29,920.47"
"SPX,7/11/2002 12:00:00 AM,920.47,929.16,900.94,927.38"
"SPX,7/12/2002 12:00:00 AM,927.37,934.31,913.71,921.4"
"SPX,7/15/2002 12:00:00 AM,921.39,921.39,876.46,917.86"
"SPX,7/16/2002 12:00:00 AM,917.93,918.65,897.13,900.94"
"SPX,7/17/2002 12:00:00 AM,921.48,926.52,895.03,906.04"
"SPX,7/18/2002 12:00:00 AM,906.04,907.8,880.6,881.57"
"SPX,7/19/2002 12:00:00 AM,881.56,881.56,842.07,847.75"
"SPX,7/22/2002 12:00:00 AM,847.76,854.13,813.26,819.83"
"SPX,7/23/2002 12:00:00 AM,819.85,827.69,796.13,798.11"
"SPX,7/24/2002 12:00:00 AM,797.71,844.32,775.68,843.43"
"SPX,7/25/2002 12:00:00 AM,843.42,853.83,816.11,838.68"
"SPX,7/26/2002 12:00:00 AM,838.68,852.85,835.92,852.84"
"SPX,7/29/2002 12:00:00 AM,852.84,898.96,852.84,898.96"
"SPX,7/30/2002 12:00:00 AM,898.96,909.81,884.7,902.78"
"SPX,7/31/2002 12:00:00 AM,902.78,911.64,889.88,911.62"
"SPX,8/1/2002 12:00:00 AM,911.62,911.62,882.48,884.66"
"SPX,8/2/2002 12:00:00 AM,884.66,884.72,853.95,864.24"
"SPX,8/5/2002 12:00:00 AM,864.24,864.24,833.44,834.6"
"SPX,8/6/2002 12:00:00 AM,834.6,874.44,834.6,859.57"
"SPX,8/7/2002 12:00:00 AM,859.57,878.74,854.15,876.77"
"SPX,8/8/2002 12:00:00 AM,876.77,905.84,875.17,905.46"
"SPX,8/9/2002 12:00:00 AM,905.46,913.95,890.77,908.6"
"SPX,8/12/2002 12:00:00 AM,908.64,908.64,892.38,903.78"
"SPX,8/13/2002 12:00:00 AM,903.8,911.71,883.62,884.21"
"SPX,8/14/2002 12:00:00 AM,884.21,920.21,876.2,919.63"
"SPX,8/15/2002 12:00:00 AM,919.62,933.29,918.17,930.24"
"SPX,8/16/2002 12:00:00 AM,930.25,935.38,916.21,928.77"
"SPX,8/19/2002 12:00:00 AM,928.77,951.17,927.21,950.74"
"SPX,8/20/2002 12:00:00 AM,950.7,950.7,931.86,937.43"
"SPX,8/21/2002 12:00:00 AM,937.43,951.59,931.32,949.34"
"SPX,8/22/2002 12:00:00 AM,949.36,965,946.43,962.7"
"SPX,8/23/2002 12:00:00 AM,962.7,962.7,937.17,940.86"
"SPX,8/26/2002 12:00:00 AM,940.86,950.8,930.42,947.95"
"SPX,8/27/2002 12:00:00 AM,947.95,955.82,930.36,934.83"
"SPX,8/28/2002 12:00:00 AM,934.82,934.82,913.21,917.87"
"SPX,8/29/2002 12:00:00 AM,917.87,924.59,903.33,917.8"
"SPX,8/30/2002 12:00:00 AM,917.8,928.15,910.17,916.07"
"SPX,9/3/2002 12:00:00 AM,916.07,916.07,877.51,878.02"
"SPX,9/4/2002 12:00:00 AM,878.02,896.1,875.73,893.34"
"SPX,9/5/2002 12:00:00 AM,893.4,893.4,870.5,879.16"
"SPX,9/6/2002 12:00:00 AM,879.15,899.07,879.15,893.92"
"SPX,9/9/2002 12:00:00 AM,893.92,907.34,882.92,902.96"
"SPX,9/10/2002 12:00:00 AM,902.96,909.89,900.5,909.58"
"SPX,9/11/2002 12:00:00 AM,910.63,924.02,908.47,909.45"
"SPX,9/12/2002 12:00:00 AM,909.45,909.45,884.84,886.93"
"SPX,9/13/2002 12:00:00 AM,886.91,892.75,877.05,889.8"
"SPX,9/16/2002 12:00:00 AM,889.81,891.84,878.91,891.1"
"SPX,9/17/2002 12:00:00 AM,891.1,902.68,872.38,873.52"
"SPX,9/18/2002 12:00:00 AM,873.52,878.45,857.39,869.48"
"SPX,9/19/2002 12:00:00 AM,869.46,869.46,843.09,843.32"
"SPX,9/20/2002 12:00:00 AM,843.32,849.32,839.09,845.39"
"SPX,9/23/2002 12:00:00 AM,845.39,845.39,825.76,833.7"
"SPX,9/24/2002 12:00:00 AM,833.7,833.7,817.38,819.27"
"SPX,9/25/2002 12:00:00 AM,819.27,844.22,818.46,839.63"
"SPX,9/26/2002 12:00:00 AM,839.66,856.6,839.66,854.94"
"SPX,9/27/2002 12:00:00 AM,854.95,854.95,826.84,827.36"
"SPX,9/30/2002 12:00:00 AM,827.37,827.37,800.2,815.26"
"SPX,10/1/2002 12:00:00 AM,815.28,847.93,812.82,847.91"
"SPX,10/2/2002 12:00:00 AM,843.77,851.93,826.5,827.92"
"SPX,10/3/2002 12:00:00 AM,827.91,840.02,817.25,819"
"SPX,10/4/2002 12:00:00 AM,818.95,825.9,794.1,800.62"
"SPX,10/7/2002 12:00:00 AM,800.58,808.21,782.96,785.32"
"SPX,10/8/2002 12:00:00 AM,785.28,808.86,779.5,798.54"
"SPX,10/9/2002 12:00:00 AM,798.55,798.55,775.8,776.76"
"SPX,10/10/2002 12:00:00 AM,776.76,806.51,768.63,803.94"
"SPX,10/11/2002 12:00:00 AM,803.92,843.27,803.92,835.32"
"SPX,10/14/2002 12:00:00 AM,835.32,844.39,828.37,841.44"
"SPX,10/15/2002 12:00:00 AM,841.44,881.26,841.44,881.26"
"SPX,10/16/2002 12:00:00 AM,881.27,881.27,856.28,860.02"
"SPX,10/17/2002 12:00:00 AM,860.02,885.35,860.02,879.19"
"SPX,10/18/2002 12:00:00 AM,879.2,886.68,866.58,884.38"
"SPX,10/21/2002 12:00:00 AM,884.39,900.69,873.06,899.72"
"SPX,10/22/2002 12:00:00 AM,899.72,899.72,882.4,890.16"
"SPX,10/23/2002 12:00:00 AM,890.16,896.14,873.82,896.14"
"SPX,10/24/2002 12:00:00 AM,896.14,902.94,879,882.5"
"SPX,10/25/2002 12:00:00 AM,882.5,897.71,877.03,897.65"
"SPX,10/28/2002 12:00:00 AM,897.65,907.44,886.15,890.21"
"SPX,10/29/2002 12:00:00 AM,890.23,890.64,867.91,882.15"
"SPX,10/30/2002 12:00:00 AM,882.15,895.28,879.19,890.69"
"SPX,10/31/2002 12:00:00 AM,890.71,898.83,879.75,885.76"
"SPX,11/1/2002 12:00:00 AM,885.76,903.42,877.71,900.96"
"SPX,11/4/2002 12:00:00 AM,900.96,924.58,900.96,908.34"
"SPX,11/5/2002 12:00:00 AM,908.35,915.83,904.91,915.4"
"SPX,11/6/2002 12:00:00 AM,915.39,925.66,905,923.76"
"SPX,11/7/2002 12:00:00 AM,923.76,923.76,898.68,902.69"
"SPX,11/8/2002 12:00:00 AM,902.65,910.11,891.62,894.73"
