Symbol,DateTime,Open,High,Low,Close,EMA
SPX,9/9/1974 12:00:00 AM,71.35,71.35,69.38,69.72,77.8749
SPX,9/10/1974 12:00:00 AM,69.72,70.47,68.55,69.24,77.5363
SPX,9/11/1974 12:00:00 AM,69.24,70,68.22,68.55,77.1839
SPX,9/12/1974 12:00:00 AM,68.54,68.54,66.22,66.71,76.7731
SPX,9/13/1974 12:00:00 AM,66.71,66.91,64.74,65.2,76.3193
SPX,9/16/1974 12:00:00 AM,65.2,66.92,64.15,66.26,75.9248
SPX,9/17/1974 12:00:00 AM,66.45,68.84,66.45,67.38,75.5897
SPX,9/18/1974 12:00:00 AM,67.38,68.14,65.92,67.72,75.2811
SPX,9/19/1974 12:00:00 AM,68.36,70.76,68.36,70.09,75.0775
SPX,9/20/1974 12:00:00 AM,70.09,71.12,68.62,70.14,74.8839
SPX,9/23/1974 12:00:00 AM,70.14,71.02,68.79,69.42,74.6696
SPX,9/24/1974 12:00:00 AM,69.03,69.03,67.42,68.02,74.4089
SPX,9/25/1974 12:00:00 AM,68.02,69.77,66.86,67.57,74.1407
SPX,9/26/1974 12:00:00 AM,67.4,67.4,65.79,66.46,73.8395
SPX,9/27/1974 12:00:00 AM,66.46,67.09,64.58,64.94,73.4905
SPX,9/30/1974 12:00:00 AM,64.85,64.85,62.52,63.54,73.1003
SPX,10/1/1974 12:00:00 AM,63.54,64.37,61.75,63.39,72.7195
SPX,10/2/1974 12:00:00 AM,63.39,64.62,62.74,63.38,72.3532
SPX,10/3/1974 12:00:00 AM,63.38,63.48,61.66,62.28,71.9582
SPX,10/4/1974 12:00:00 AM,62.28,63.23,60.96,62.34,71.581
SPX,10/7/1974 12:00:00 AM,62.78,65.4,62.78,64.95,71.321
SPX,10/8/1974 12:00:00 AM,64.95,66.07,63.95,64.84,71.0668
SPX,10/9/1974 12:00:00 AM,64.84,68.15,63.74,67.82,70.9395
SPX,10/10/1974 12:00:00 AM,68.3,71.48,68.3,69.79,70.8944
SPX,10/11/1974 12:00:00 AM,69.79,71.99,68.8,71.14,70.904
SPX,10/14/1974 12:00:00 AM,71.17,74.43,71.17,72.74,70.976
SPX,10/15/1974 12:00:00 AM,72.74,73.35,70.61,71.44,70.9942
SPX,10/16/1974 12:00:00 AM,71.44,71.98,69.54,70.33,70.9682
SPX,10/17/1974 12:00:00 AM,70.33,72,69.41,71.17,70.9761
SPX,10/18/1974 12:00:00 AM,71.2,73.34,71.2,72.28,71.0272
SPX,10/21/1974 12:00:00 AM,72.28,73.92,71.24,73.5,71.1242
SPX,10/22/1974 12:00:00 AM,73.5,75.09,72.55,73.13,71.2029
SPX,10/23/1974 12:00:00 AM,72.81,72.81,70.4,71.03,71.1961
SPX,10/24/1974 12:00:00 AM,70.98,70.98,68.8,70.22,71.1578
SPX,10/25/1974 12:00:00 AM,70.22,71.59,69.46,70.12,71.1171
SPX,10/28/1974 12:00:00 AM,70.12,70.67,68.89,70.09,71.0768
SPX,10/29/1974 12:00:00 AM,70.49,73.19,70.49,72.83,71.1456
SPX,10/30/1974 12:00:00 AM,72.83,75.45,72.4,74.31,71.2697
SPX,10/31/1974 12:00:00 AM,74.31,75.9,73.15,73.9,71.3728
SPX,11/1/1974 12:00:00 AM,73.9,74.85,72.68,73.88,71.4711
SPX,11/4/1974 12:00:00 AM,73.8,73.8,71.93,73.08,71.5342
SPX,11/5/1974 12:00:00 AM,73.08,75.36,72.49,75.11,71.6745
SPX,11/6/1974 12:00:00 AM,75.11,77.41,74.23,74.75,71.7951
SPX,11/7/1974 12:00:00 AM,74.75,76.3,73.85,75.21,71.929
SPX,11/8/1974 12:00:00 AM,75.21,76,74.01,74.91,72.0459
SPX,11/11/1974 12:00:00 AM,74.91,75.7,74.04,75.15,72.1676
SPX,11/12/1974 12:00:00 AM,75.15,75.59,73.34,73.67,72.2265
SPX,11/13/1974 12:00:00 AM,73.67,74.25,72.32,73.35,72.2706
SPX,11/14/1974 12:00:00 AM,73.35,74.54,72.53,73.06,72.3016
SPX,11/15/1974 12:00:00 AM,73.06,73.27,71.41,71.91,72.2862
SPX,11/18/1974 12:00:00 AM,71.1,71.1,68.95,69.27,72.1679
SPX,11/19/1974 12:00:00 AM,69.27,69.71,67.66,68.2,72.0123
SPX,11/20/1974 12:00:00 AM,68.2,69.25,67.36,67.9,71.851
SPX,11/21/1974 12:00:00 AM,67.9,68.94,66.85,68.18,71.7071
SPX,11/22/1974 12:00:00 AM,68.24,70,68.24,68.9,71.597
SPX,11/25/1974 12:00:00 AM,68.9,69.68,67.79,68.83,71.4885
SPX,11/26/1974 12:00:00 AM,68.83,70.36,68.19,69.47,71.4093
SPX,11/27/1974 12:00:00 AM,69.47,71.31,69.17,69.94,71.3517
SPX,11/29/1974 12:00:00 AM,69.94,70.49,69.18,69.97,71.2975
SPX,12/2/1974 12:00:00 AM,69.8,69.8,67.81,68.11,71.1725
SPX,12/3/1974 12:00:00 AM,68.11,68.13,66.62,67.17,71.0156
SPX,12/4/1974 12:00:00 AM,67.17,68.32,66.61,67.41,70.8742
SPX,12/5/1974 12:00:00 AM,67.41,68,65.9,66.13,70.6881
SPX,12/6/1974 12:00:00 AM,66.13,66.2,64.4,65.01,70.4655
SPX,12/9/1974 12:00:00 AM,65.01,66.29,64.13,65.6,70.2747
SPX,12/10/1974 12:00:00 AM,65.88,68.17,65.88,67.28,70.1572
SPX,12/11/1974 12:00:00 AM,67.28,69.03,66.83,67.67,70.0597
SPX,12/12/1974 12:00:00 AM,67.67,68.61,66.56,67.45,69.9573
SPX,12/13/1974 12:00:00 AM,67.45,68.15,66.32,67.07,69.8441
SPX,12/16/1974 12:00:00 AM,67.07,67.74,66.02,66.46,69.7114
SPX,12/17/1974 12:00:00 AM,66.46,67.92,65.86,67.58,69.6278
SPX,12/18/1974 12:00:00 AM,67.58,69.01,67.3,67.9,69.5601
SPX,12/19/1974 12:00:00 AM,67.9,68.62,66.93,67.65,69.4852
SPX,12/20/1974 12:00:00 AM,67.65,67.93,66.36,66.91,69.3842
SPX,12/23/1974 12:00:00 AM,66.91,67.18,65.34,65.96,69.2499
SPX,12/24/1974 12:00:00 AM,65.96,67.25,65.86,66.88,69.1569
SPX,12/26/1974 12:00:00 AM,66.88,68.19,66.62,67.44,69.0896
SPX,12/27/1974 12:00:00 AM,67.44,67.99,66.49,67.14,69.0132
SPX,12/30/1974 12:00:00 AM,67.14,67.65,66.23,67.16,68.9405
SPX,12/31/1974 12:00:00 AM,67.16,69.04,67.15,68.56,68.9256
SPX,1/2/1975 12:00:00 AM,68.65,70.92,68.65,70.23,68.9767
SPX,1/3/1975 12:00:00 AM,70.23,71.64,69.29,70.71,69.0447
SPX,1/6/1975 12:00:00 AM,70.71,72.24,70.33,71.07,69.1241
SPX,1/7/1975 12:00:00 AM,71.07,71.75,69.92,71.02,69.1985
SPX,1/8/1975 12:00:00 AM,71.02,71.53,69.65,70.04,69.2315
SPX,1/9/1975 12:00:00 AM,70.04,71.42,69.04,71.17,69.3075
SPX,1/10/1975 12:00:00 AM,71.6,73.75,71.6,72.61,69.437
SPX,1/13/1975 12:00:00 AM,72.61,73.81,71.83,72.31,69.5497
SPX,1/14/1975 12:00:00 AM,72.31,72.7,71.02,71.68,69.6332
SPX,1/15/1975 12:00:00 AM,71.68,72.77,70.45,72.14,69.7315
SPX,1/16/1975 12:00:00 AM,72.14,72.93,71.26,72.05,69.8224
SPX,1/17/1975 12:00:00 AM,72.05,72.36,70.56,70.96,69.867
SPX,1/20/1975 12:00:00 AM,70.96,71.46,69.8,71.08,69.9146
SPX,1/21/1975 12:00:00 AM,71.08,72.04,70.25,70.7,69.9454
SPX,1/22/1975 12:00:00 AM,70.7,71.97,69.86,71.74,70.0158
SPX,1/23/1975 12:00:00 AM,71.74,73.11,71.09,72.07,70.0963
SPX,1/24/1975 12:00:00 AM,72.07,73.57,71.55,72.98,70.2094
SPX,1/27/1975 12:00:00 AM,73.76,76.03,73.76,75.37,70.4118
SPX,1/28/1975 12:00:00 AM,75.37,77.59,75.36,76.03,70.6321
SPX,1/29/1975 12:00:00 AM,76.03,78.03,75.23,77.26,70.892
SPX,1/30/1975 12:00:00 AM,77.26,78.69,75.82,76.21,71.1006
SPX,1/31/1975 12:00:00 AM,76.21,77.72,75.41,76.98,71.3312
SPX,2/3/1975 12:00:00 AM,76.98,78.55,76.36,77.82,71.5856
SPX,2/4/1975 12:00:00 AM,77.82,78.37,76,77.61,71.8219
SPX,2/5/1975 12:00:00 AM,77.61,79.4,76.81,78.95,72.1014
SPX,2/6/1975 12:00:00 AM,78.95,80.72,78.09,78.56,72.3547
SPX,2/7/1975 12:00:00 AM,78.56,79.12,77,78.63,72.6008
SPX,2/10/1975 12:00:00 AM,78.63,79.4,77.77,78.36,72.8266
SPX,2/11/1975 12:00:00 AM,78.36,79.07,77.38,78.58,73.0522
SPX,2/12/1975 12:00:00 AM,78.58,80.21,77.94,79.92,73.3216
SPX,2/13/1975 12:00:00 AM,79.98,82.53,79.98,81.01,73.6231
SPX,2/14/1975 12:00:00 AM,81.01,82.33,80.13,81.5,73.932
SPX,2/18/1975 12:00:00 AM,81.5,82.45,80.16,80.93,74.2064
SPX,2/19/1975 12:00:00 AM,80.93,81.94,79.83,81.44,74.4901
SPX,2/20/1975 12:00:00 AM,81.44,82.78,80.82,82.21,74.7928
SPX,2/21/1975 12:00:00 AM,82.21,83.56,81.72,82.62,75.0998
SPX,2/24/1975 12:00:00 AM,82.62,82.71,80.87,81.44,75.3484
SPX,2/25/1975 12:00:00 AM,81.09,81.09,79.05,79.53,75.5124
SPX,2/26/1975 12:00:00 AM,79.53,80.89,78.91,80.37,75.7029
SPX,2/27/1975 12:00:00 AM,80.37,81.64,80.06,80.77,75.9016
SPX,2/28/1975 12:00:00 AM,80.77,82.02,80.07,81.59,76.1247
SPX,3/3/1975 12:00:00 AM,81.59,83.46,81.32,83.03,76.3955
SPX,3/4/1975 12:00:00 AM,83.03,85.43,82.85,83.56,76.6764
SPX,3/5/1975 12:00:00 AM,83.56,84.71,82.16,83.9,76.9597
SPX,3/6/1975 12:00:00 AM,83.9,84.17,81.94,83.69,77.2236
SPX,3/7/1975 12:00:00 AM,83.69,85.14,83.25,84.3,77.5011
SPX,3/10/1975 12:00:00 AM,84.3,85.47,83.43,84.95,77.7933
SPX,3/11/1975 12:00:00 AM,84.95,85.89,83.8,84.36,78.0508
SPX,3/12/1975 12:00:00 AM,84.36,84.73,82.87,83.59,78.268
SPX,3/13/1975 12:00:00 AM,83.59,84.26,82.52,83.74,78.4826
SPX,3/14/1975 12:00:00 AM,83.74,85.43,83.5,84.76,78.7288
SPX,3/17/1975 12:00:00 AM,84.76,86.52,84.39,86.01,79.0143
SPX,3/18/1975 12:00:00 AM,86.01,87.08,84.75,85.13,79.2541
SPX,3/19/1975 12:00:00 AM,85.13,85.17,83.43,84.34,79.4536
SPX,3/20/1975 12:00:00 AM,84.34,85.3,83.02,83.61,79.6166
SPX,3/21/1975 12:00:00 AM,83.61,84.11,82.52,83.39,79.7646
SPX,3/24/1975 12:00:00 AM,82.39,82.39,80.6,81.42,79.8295
SPX,3/25/1975 12:00:00 AM,81.42,82.67,80.08,82.06,79.9169
SPX,3/26/1975 12:00:00 AM,82.16,84.24,82.16,83.59,80.061
SPX,3/27/1975 12:00:00 AM,83.59,84.88,83.04,83.85,80.2096
SPX,3/31/1975 12:00:00 AM,83.85,84.62,82.84,83.36,80.3331
SPX,4/1/1975 12:00:00 AM,83.36,83.59,81.98,82.64,80.4236
SPX,4/2/1975 12:00:00 AM,82.64,83.57,81.8,82.43,80.5023
SPX,4/3/1975 12:00:00 AM,82.43,82.84,80.88,81.51,80.5418
SPX,4/4/1975 12:00:00 AM,81.51,81.9,80.29,80.88,80.5551
SPX,4/7/1975 12:00:00 AM,80.88,81.11,79.66,80.35,80.547
SPX,4/8/1975 12:00:00 AM,80.35,81.65,80.13,80.99,80.5644
SPX,4/9/1975 12:00:00 AM,80.99,83.22,80.91,82.84,80.6536
SPX,4/10/1975 12:00:00 AM,82.84,84.7,82.68,83.77,80.7758
SPX,4/11/1975 12:00:00 AM,83.77,84.68,82.93,84.18,80.9093
SPX,4/14/1975 12:00:00 AM,84.18,86.12,83.98,85.6,81.0933
SPX,4/15/1975 12:00:00 AM,85.6,87.24,85.03,86.3,81.2975
SPX,4/16/1975 12:00:00 AM,86.3,87.1,84.93,86.6,81.5054
SPX,4/17/1975 12:00:00 AM,86.6,88.79,86.43,87.25,81.7307
SPX,4/18/1975 12:00:00 AM,87.25,87.59,85.53,86.3,81.9099
SPX,4/21/1975 12:00:00 AM,86.3,87.99,85.92,87.23,82.1185
SPX,4/22/1975 12:00:00 AM,87.23,88.64,86.58,87.09,82.3135
SPX,4/23/1975 12:00:00 AM,87.09,87.42,85.65,86.12,82.4627
SPX,4/24/1975 12:00:00 AM,86.12,86.92,85,86.04,82.603
SPX,4/25/1975 12:00:00 AM,86.04,87.5,85.62,86.62,82.7606
SPX,4/28/1975 12:00:00 AM,86.62,87.33,85.54,86.23,82.8966
SPX,4/29/1975 12:00:00 AM,86.23,86.79,85.04,85.64,83.0042
SPX,4/30/1975 12:00:00 AM,85.64,87.61,85,87.3,83.1727
SPX,5/1/1975 12:00:00 AM,87.3,89.1,86.94,88.1,83.3659
SPX,5/2/1975 12:00:00 AM,88.1,89.98,87.91,89.22,83.5955
SPX,5/5/1975 12:00:00 AM,89.22,90.82,88.26,90.08,83.8498
SPX,5/6/1975 12:00:00 AM,90.08,90.86,88.15,88.64,84.0376
SPX,5/7/1975 12:00:00 AM,88.64,89.75,87.6,89.08,84.2353
SPX,5/8/1975 12:00:00 AM,89.08,90.13,88.23,89.56,84.4442
SPX,5/9/1975 12:00:00 AM,89.56,91.24,89.33,90.53,84.6828
SPX,5/12/1975 12:00:00 AM,90.53,91.67,89.91,90.61,84.9153
SPX,5/13/1975 12:00:00 AM,90.61,92.26,89.99,91.58,85.1766
SPX,5/14/1975 12:00:00 AM,91.58,93.23,91.17,92.27,85.4548
SPX,5/15/1975 12:00:00 AM,92.27,93.51,90.94,91.41,85.6883
SPX,5/16/1975 12:00:00 AM,91.41,91.59,89.74,90.43,85.8743
SPX,5/19/1975 12:00:00 AM,90.43,91.07,88.98,90.53,86.0569
SPX,5/20/1975 12:00:00 AM,90.53,91.45,89.58,90.07,86.2142
SPX,5/21/1975 12:00:00 AM,90.07,90.25,88.47,89.06,86.3258
SPX,5/22/1975 12:00:00 AM,89.06,90.3,88.35,89.39,86.446
SPX,5/23/1975 12:00:00 AM,89.39,91.02,89.3,90.58,86.6081
SPX,5/27/1975 12:00:00 AM,90.58,91.29,89.6,90.34,86.7545
SPX,5/28/1975 12:00:00 AM,90.34,91.14,89.07,89.71,86.8704
SPX,5/29/1975 12:00:00 AM,89.71,90.59,88.83,89.68,86.9805
SPX,5/30/1975 12:00:00 AM,89.87,91.62,89.87,91.15,87.1441
SPX,6/2/1975 12:00:00 AM,91.32,93.41,91.32,92.58,87.3572
SPX,6/3/1975 12:00:00 AM,92.58,93.76,91.88,92.89,87.5742
SPX,6/4/1975 12:00:00 AM,92.89,93.61,91.82,92.6,87.7713
SPX,6/5/1975 12:00:00 AM,92.6,93.16,91.41,92.69,87.9642
SPX,6/6/1975 12:00:00 AM,92.69,93.6,91.75,92.48,88.1413
SPX,6/9/1975 12:00:00 AM,92.48,92.87,90.91,91.21,88.2616
SPX,6/10/1975 12:00:00 AM,91.21,91.21,89.46,90.44,88.347
SPX,6/11/1975 12:00:00 AM,90.44,91.67,90,90.55,88.4334
SPX,6/12/1975 12:00:00 AM,90.55,91.36,89.64,90.08,88.498
SPX,6/13/1975 12:00:00 AM,90.08,91.06,89.3,90.52,88.5773
SPX,6/16/1975 12:00:00 AM,90.52,91.85,90.12,91.46,88.6903
SPX,6/17/1975 12:00:00 AM,91.46,92.22,90.17,90.58,88.7644
SPX,6/18/1975 12:00:00 AM,90.58,91.07,89.6,90.39,88.8282
SPX,6/19/1975 12:00:00 AM,90.39,92.37,90.12,92.02,88.9534
SPX,6/20/1975 12:00:00 AM,92.02,93.75,91.83,92.61,89.0968
SPX,6/23/1975 12:00:00 AM,92.61,93.98,91.81,93.62,89.2741
SPX,6/24/1975 12:00:00 AM,93.62,95.23,93.31,94.19,89.4669
SPX,6/25/1975 12:00:00 AM,94.19,95.29,93.53,94.62,89.669
SPX,6/26/1975 12:00:00 AM,94.62,95.72,93.88,94.81,89.8706
SPX,6/27/1975 12:00:00 AM,94.81,95.66,94.1,94.81,90.0643
SPX,6/30/1975 12:00:00 AM,94.81,95.85,94.3,95.19,90.2653
SPX,7/1/1975 12:00:00 AM,95.19,95.73,94.13,94.85,90.4451
SPX,7/2/1975 12:00:00 AM,94.85,94.91,93.37,94.18,90.5916
SPX,7/3/1975 12:00:00 AM,94.18,95.04,93.49,94.36,90.7394
SPX,7/7/1975 12:00:00 AM,94.36,94.82,93.16,93.54,90.8492
SPX,7/8/1975 12:00:00 AM,93.54,94.03,92.51,93.39,90.9488
SPX,7/9/1975 12:00:00 AM,93.39,95.22,93.38,94.8,91.0999
SPX,7/10/1975 12:00:00 AM,94.8,96.19,94.25,94.81,91.2454
SPX,7/11/1975 12:00:00 AM,94.81,95.69,93.83,94.66,91.3793
SPX,7/14/1975 12:00:00 AM,94.66,95.76,94.04,95.19,91.5287
SPX,7/15/1975 12:00:00 AM,95.19,96.58,94.71,95.61,91.6887
SPX,7/16/1975 12:00:00 AM,95.61,96.37,94.2,94.61,91.8033
SPX,7/17/1975 12:00:00 AM,94.61,95.03,92.99,93.63,91.8749
SPX,7/18/1975 12:00:00 AM,93.63,93.96,92.39,93.2,91.9269
SPX,7/21/1975 12:00:00 AM,93.2,93.93,92.03,92.44,91.947
SPX,7/22/1975 12:00:00 AM,92.44,92.49,90.63,91.45,91.9275
SPX,7/23/1975 12:00:00 AM,91.45,92.15,89.83,90.18,91.859
SPX,7/24/1975 12:00:00 AM,90.18,90.95,88.9,90.07,91.7888
SPX,7/25/1975 12:00:00 AM,90.07,90.72,88.72,89.29,91.6909
SPX,7/28/1975 12:00:00 AM,89.29,89.68,88.02,88.69,91.5732
SPX,7/29/1975 12:00:00 AM,88.69,89.91,87.71,88.19,91.4405
SPX,7/30/1975 12:00:00 AM,88.19,89.49,87.68,88.83,91.3381
SPX,7/31/1975 12:00:00 AM,88.83,90.07,88.31,88.75,91.2366
SPX,8/1/1975 12:00:00 AM,88.75,89.04,87.46,87.99,91.1093
SPX,8/4/1975 12:00:00 AM,87.99,88.17,86.68,87.15,90.954
SPX,8/5/1975 12:00:00 AM,87.15,87.81,85.89,86.23,90.7688
SPX,8/6/1975 12:00:00 AM,86.23,87.04,85.34,86.25,90.5916
SPX,8/7/1975 12:00:00 AM,86.25,87.24,85.69,86.3,90.4233
SPX,8/8/1975 12:00:00 AM,86.3,87,85.52,86.02,90.2506
SPX,8/11/1975 12:00:00 AM,86.02,86.89,85.34,86.55,90.1055
SPX,8/12/1975 12:00:00 AM,86.55,88.17,86.49,87.12,89.9884
SPX,8/13/1975 12:00:00 AM,87.12,87.41,85.61,85.97,89.8308
SPX,8/14/1975 12:00:00 AM,85.97,86.34,85.02,85.6,89.6649
SPX,8/15/1975 12:00:00 AM,85.6,86.76,85.33,86.36,89.5353
SPX,8/18/1975 12:00:00 AM,86.36,87.21,85.76,86.2,89.4045
SPX,8/19/1975 12:00:00 AM,86.2,86.47,84.66,84.95,89.2298
SPX,8/20/1975 12:00:00 AM,84.78,84.78,82.76,83.22,88.9941
SPX,8/21/1975 12:00:00 AM,83.22,84.15,82.21,83.07,88.7618
SPX,8/22/1975 12:00:00 AM,83.07,84.61,82.79,84.28,88.5861
SPX,8/25/1975 12:00:00 AM,84.28,85.58,84.06,85.06,88.4478
SPX,8/26/1975 12:00:00 AM,85.06,85.4,83.65,83.96,88.2718
SPX,8/27/1975 12:00:00 AM,83.96,84.79,83.35,84.43,88.1211
SPX,8/28/1975 12:00:00 AM,84.68,86.64,84.68,86.4,88.0536
SPX,8/29/1975 12:00:00 AM,86.4,87.73,86.1,86.88,88.0076
SPX,9/2/1975 12:00:00 AM,86.88,87.42,85.21,85.48,87.9085
SPX,9/3/1975 12:00:00 AM,85.48,86.38,84.62,86.03,87.8348
SPX,9/4/1975 12:00:00 AM,86.03,86.91,85.29,86.2,87.7707
SPX,9/5/1975 12:00:00 AM,86.2,86.49,85.19,85.62,87.6864
SPX,9/8/1975 12:00:00 AM,85.62,86.31,84.89,85.89,87.6159
SPX,9/9/1975 12:00:00 AM,85.89,86.73,84.37,84.6,87.4977
SPX,9/10/1975 12:00:00 AM,84.59,84.59,83,83.79,87.3523
SPX,9/11/1975 12:00:00 AM,83.79,84.3,82.88,83.45,87.1992
SPX,9/12/1975 12:00:00 AM,83.45,84.47,82.84,83.3,87.0463
SPX,9/15/1975 12:00:00 AM,83.3,83.49,82.29,82.88,86.8829
SPX,9/16/1975 12:00:00 AM,82.88,83.43,81.79,82.09,86.695
SPX,9/17/1975 12:00:00 AM,82.09,82.93,81.57,82.37,86.5254
SPX,9/18/1975 12:00:00 AM,82.37,84.34,82.23,84.06,86.4287
SPX,9/19/1975 12:00:00 AM,84.26,86.39,84.26,85.88,86.4072
SPX,9/22/1975 12:00:00 AM,85.88,86.7,84.7,85.07,86.3547
SPX,9/23/1975 12:00:00 AM,85.07,85.51,83.8,84.94,86.2993
SPX,9/24/1975 12:00:00 AM,85.03,86.7,85.03,85.74,86.2773
SPX,9/25/1975 12:00:00 AM,85.74,86.41,84.79,85.64,86.2523
SPX,9/26/1975 12:00:00 AM,85.64,86.86,85.13,86.19,86.2499
SPX,9/29/1975 12:00:00 AM,86.19,86.38,84.74,85.03,86.202
SPX,9/30/1975 12:00:00 AM,85.01,85.01,83.44,83.87,86.1106
SPX,10/1/1975 12:00:00 AM,83.87,85.45,82.57,82.93,85.9859
SPX,10/2/1975 12:00:00 AM,82.93,84.33,82.82,83.82,85.9009
SPX,10/3/1975 12:00:00 AM,83.88,86.21,83.88,85.95,85.9029
SPX,10/6/1975 12:00:00 AM,85.98,87.64,85.98,86.88,85.9412
SPX,10/7/1975 12:00:00 AM,86.88,87.32,85.56,86.77,85.9737
SPX,10/8/1975 12:00:00 AM,86.77,88.46,86.34,87.94,86.0508
SPX,10/9/1975 12:00:00 AM,87.94,89.42,87.6,88.37,86.1417
SPX,10/10/1975 12:00:00 AM,88.37,89.17,87.44,88.21,86.2228
SPX,10/13/1975 12:00:00 AM,88.21,89.67,87.73,89.46,86.3498
SPX,10/14/1975 12:00:00 AM,89.46,90.8,88.81,89.28,86.4647
SPX,10/15/1975 12:00:00 AM,89.28,90.07,88.5,89.23,86.5731
SPX,10/16/1975 12:00:00 AM,89.23,90.73,88.9,89.37,86.6828
SPX,10/17/1975 12:00:00 AM,89.37,89.87,88.08,88.86,86.7682
SPX,10/20/1975 12:00:00 AM,88.86,90.14,88.43,89.82,86.8879
SPX,10/21/1975 12:00:00 AM,89.82,91.43,89.79,90.56,87.0319
SPX,10/22/1975 12:00:00 AM,90.56,91.38,89.77,90.71,87.1761
SPX,10/23/1975 12:00:00 AM,90.71,91.75,90.09,91.24,87.3355
SPX,10/24/1975 12:00:00 AM,91.24,91.52,89.46,89.83,87.4333
SPX,10/27/1975 12:00:00 AM,89.83,90.4,88.85,89.73,87.5234
SPX,10/28/1975 12:00:00 AM,89.73,91.01,89.4,90.51,87.6405
SPX,10/29/1975 12:00:00 AM,90.51,90.61,88.89,89.39,87.7091
SPX,10/30/1975 12:00:00 AM,89.39,90.2,88.7,89.31,87.7719
SPX,10/31/1975 12:00:00 AM,89.31,89.8,88.35,89.04,87.8216
SPX,11/3/1975 12:00:00 AM,89.04,89.21,87.78,88.09,87.8321
SPX,11/4/1975 12:00:00 AM,88.09,89.03,87.63,88.51,87.8587
SPX,11/5/1975 12:00:00 AM,88.51,90.08,88.32,89.15,87.9094
SPX,11/6/1975 12:00:00 AM,89.15,90.15,88.16,89.55,87.9737
SPX,11/7/1975 12:00:00 AM,89.55,90.18,88.67,89.33,88.0269
SPX,11/10/1975 12:00:00 AM,89.33,89.98,88.35,89.34,88.0784
SPX,11/11/1975 12:00:00 AM,89.34,90.47,89.04,89.87,88.1486
SPX,11/12/1975 12:00:00 AM,89.87,91.63,89.8,91.19,88.2679
SPX,11/13/1975 12:00:00 AM,91.19,92.33,90.56,91.04,88.3766
SPX,11/14/1975 12:00:00 AM,91.04,91.59,90.19,90.97,88.4783
SPX,11/17/1975 12:00:00 AM,90.97,91.99,90.5,91.46,88.5953
SPX,11/18/1975 12:00:00 AM,91.46,92.3,90.6,91,88.6896
SPX,11/19/1975 12:00:00 AM,91,91.28,89.47,89.98,88.7402
SPX,11/20/1975 12:00:00 AM,89.98,90.68,89.09,89.64,88.7755
SPX,11/21/1975 12:00:00 AM,89.64,90.23,88.79,89.53,88.805
SPX,11/24/1975 12:00:00 AM,89.53,90.17,88.65,89.7,88.8401
SPX,11/25/1975 12:00:00 AM,89.7,91.1,89.66,90.71,88.9135
SPX,11/26/1975 12:00:00 AM,90.71,91.58,90.17,90.94,88.9929
SPX,11/28/1975 12:00:00 AM,90.94,91.74,90.44,91.24,89.0811
SPX,12/1/1975 12:00:00 AM,91.24,91.9,90.33,90.67,89.1434
SPX,12/2/1975 12:00:00 AM,90.67,90.81,89.08,89.33,89.1507
SPX,12/3/1975 12:00:00 AM,88.83,88.83,87.08,87.6,89.0899
SPX,12/4/1975 12:00:00 AM,87.6,88.39,86.68,87.84,89.0409
SPX,12/5/1975 12:00:00 AM,87.84,88.38,86.54,86.82,88.9538
SPX,12/8/1975 12:00:00 AM,86.82,87.75,86.15,87.07,88.8799
SPX,12/9/1975 12:00:00 AM,87.07,87.8,86.16,87.3,88.8179
SPX,12/10/1975 12:00:00 AM,87.3,88.39,86.91,88.08,88.789
SPX,12/11/1975 12:00:00 AM,88.08,88.79,87.41,87.8,88.7502
SPX,12/12/1975 12:00:00 AM,87.8,88.22,87.05,87.83,88.7141
SPX,12/15/1975 12:00:00 AM,87.83,88.64,87.32,88.09,88.6897
SPX,12/16/1975 12:00:00 AM,88.09,89.49,87.78,88.93,88.6991
SPX,12/17/1975 12:00:00 AM,88.93,89.8,88.46,89.15,88.7168
SPX,12/18/1975 12:00:00 AM,89.15,90.09,88.62,89.43,88.7447
SPX,12/19/1975 12:00:00 AM,89.43,89.81,88.39,88.8,88.7469
SPX,12/22/1975 12:00:00 AM,88.8,89.13,87.74,88.14,88.7231
SPX,12/23/1975 12:00:00 AM,88.14,89.23,87.64,88.73,88.7234
SPX,12/24/1975 12:00:00 AM,88.73,89.84,88.73,89.46,88.7523
SPX,12/26/1975 12:00:00 AM,89.46,90.45,89.25,90.25,88.811
SPX,12/29/1975 12:00:00 AM,90.25,91.09,89.63,90.13,88.8627
SPX,12/30/1975 12:00:00 AM,90.13,90.55,89.2,89.77,88.8983
SPX,12/31/1975 12:00:00 AM,89.77,90.75,89.17,90.19,88.949
SPX,1/2/1976 12:00:00 AM,90.19,91.18,89.81,90.9,89.0255
SPX,1/5/1976 12:00:00 AM,90.9,92.84,90.85,92.58,89.1649
SPX,1/6/1976 12:00:00 AM,92.58,94.18,92.37,93.53,89.336
SPX,1/7/1976 12:00:00 AM,93.53,95.15,92.91,93.95,89.517
SPX,1/8/1976 12:00:00 AM,93.95,95.47,93.41,94.58,89.7155
SPX,1/9/1976 12:00:00 AM,94.58,95.71,94.05,94.95,89.9208
SPX,1/12/1976 12:00:00 AM,94.95,96.76,94.38,96.33,90.1721
SPX,1/13/1976 12:00:00 AM,96.33,97.39,95.11,95.57,90.3838
SPX,1/14/1976 12:00:00 AM,95.57,97.47,94.91,97.13,90.6484
