Symbol,DateTime,Open,High,Low,Close,Volume,EMA,SuperTrend1,SuperTrend2,SuperTrend3,SuperTrend4,RSI,LowerBollingerBand,MiddleBollingerBand,UpperBollingerBand,macdValue,macdAvg
SPX,2/14/1962 12:00:00 AM,70.45,70.79,70.03,70.42,0,70.1426,69.9159,71.3483,72.2321,67.8318,60.7733,67.3818,69.2875,71.1932,0.2108,-0.028
SPX,2/15/1962 12:00:00 AM,70.42,71.06,70.23,70.74,0,70.2621,69.8587,71.2586,72.1234,67.8184,64.5881,67.4461,69.405,71.3639,0.2551,0.0286
SPX,2/16/1962 12:00:00 AM,70.74,71.13,70.27,70.59,0,70.3277,70.0818,71.4902,72.3495,68.069,61.5657,67.4973,69.497,71.4967,0.275,0.0779
SPX,2/19/1962 12:00:00 AM,70.59,70.96,70.12,70.41,0,70.3441,70.1213,71.5479,72.4071,68.1234,58.0549,67.5657,69.577,71.5883,0.273,0.1169
SPX,2/20/1962 12:00:00 AM,70.41,70.91,70.13,70.66,0,70.4073,69.9576,71.3865,72.2426,67.9721,61.3514,67.7226,69.6955,71.6684,0.2884,0.1512
SPX,2/21/1962 12:00:00 AM,70.66,70.97,70.12,70.32,0,70.3898,69.9521,71.3544,72.1988,67.9872,55.0185,67.8947,69.7915,71.6883,0.2699,0.175
SPX,2/23/1962 12:00:00 AM,70.32,70.57,69.73,70.16,0,70.3439,69.9663,71.3822,72.2273,68.0095,52.2835,68.0997,69.882,71.6643,0.2397,0.1879
SPX,2/26/1962 12:00:00 AM,70.16,70.33,69.44,69.76,0,70.2271,69.5676,70.9877,71.832,67.6169,46.1119,68.37,69.9635,71.557,0.1813,0.1866
SPX,2/27/1962 12:00:00 AM,69.76,70.32,69.48,69.89,0,70.1597,69.2863,70.7322,71.5833,67.3309,48.2499,68.7788,70.063,71.3472,0.1439,0.1781
SPX,2/28/1962 12:00:00 AM,69.89,70.42,69.57,69.96,0,70.1197,69.3056,70.7459,71.5952,67.3511,49.4137,69.2025,70.1525,71.1025,0.1185,0.1662
SPX,3/1/1962 12:00:00 AM,69.96,70.6,69.76,70.2,0,70.1358,69.4004,70.8417,71.691,67.4459,53.2923,69.4857,70.2205,70.9553,0.1165,0.1562
SPX,3/2/1962 12:00:00 AM,70.16,70.16,69.75,70.16,0,70.1406,69.588,71.0255,71.8734,67.6354,52.5688,69.6755,70.2655,70.8555,0.1103,0.147
SPX,3/5/1962 12:00:00 AM,70.16,70.48,69.65,70.01,0,70.1145,69.4738,70.7286,71.5161,67.5942,49.8367,69.7105,70.2755,70.8405,0.0923,0.1361
SPX,3/6/1962 12:00:00 AM,70.01,70.24,69.46,69.78,0,70.0476,69.5439,70.8488,71.6426,67.6843,45.8978,69.69,70.2705,70.851,0.0587,0.1206
SPX,3/7/1962 12:00:00 AM,69.78,70.07,69.37,69.69,0,69.9761,69.3189,70.6331,71.4247,67.4756,44.4184,69.6371,70.257,70.8769,0.0246,0.1014
SPX,3/8/1962 12:00:00 AM,69.69,70.37,69.4,70.19,0,70.0189,69.2054,70.488,71.2656,67.3878,53.4042,69.6296,70.2455,70.8614,0.0375,0.0886
SPX,3/9/1962 12:00:00 AM,70.19,70.71,70,70.42,0,70.0991,69.3046,70.6897,71.4963,67.4639,56.8593,69.6351,70.2375,70.8399,0.0655,0.084
SPX,3/12/1962 12:00:00 AM,70.42,70.76,70.02,70.4,0,70.1593,69.808,71.1425,71.9344,67.9787,56.4672,69.6366,70.2335,70.8304,0.0851,0.0842
SPX,3/13/1962 12:00:00 AM,70.4,70.86,70.06,70.6,0,70.2474,69.8546,71.1689,71.9529,68.0377,59.4766,69.63,70.2405,70.851,0.1154,0.0905
SPX,3/14/1962 12:00:00 AM,70.6,71.25,70.48,70.91,0,70.3799,69.9147,71.2427,72.029,68.1004,63.669,69.5916,70.2635,70.9354,0.1626,0.1049
SPX,3/15/1962 12:00:00 AM,70.91,71.44,70.59,71.06,0,70.5159,70.3222,71.6454,72.4292,68.513,65.5274,69.541,70.2955,71.05,0.2097,0.1259
SPX,3/16/1962 12:00:00 AM,71.06,71.34,70.67,70.94,0,70.6008,70.4513,71.8081,72.6018,68.6326,62.7615,69.5229,70.3055,71.0881,0.2346,0.1476
SPX,3/19/1962 12:00:00 AM,70.94,71.31,70.53,70.85,0,70.6506,70.4792,71.7757,72.5507,68.6799,60.6924,69.5092,70.3185,71.1278,0.2443,0.1669
SPX,3/20/1962 12:00:00 AM,70.85,71.08,70.4,70.66,0,70.6525,70.3861,71.6924,72.4681,68.5926,56.4605,69.5088,70.331,71.1532,0.2339,0.1803
SPX,3/21/1962 12:00:00 AM,70.66,70.93,70.16,70.51,0,70.624,70.2293,71.4956,72.2567,68.4568,53.3007,69.5108,70.3235,71.1362,0.2112,0.1865
SPX,3/22/1962 12:00:00 AM,70.51,70.84,70.14,70.4,0,70.5792,70.023,71.3032,72.0656,68.2577,51.0446,69.5141,70.3275,71.1409,0.1822,0.1856
SPX,3/23/1962 12:00:00 AM,70.4,70.78,70.12,70.45,0,70.5534,69.9808,71.2376,71.9905,68.2315,52.0384,69.5307,70.342,71.1533,0.1614,0.1808
SPX,3/26/1962 12:00:00 AM,70.45,70.63,69.73,69.89,0,70.4207,69.9597,71.1817,71.9204,68.2343,41.8034,69.5541,70.3485,71.1429,0.0986,0.1643
SPX,3/27/1962 12:00:00 AM,69.89,70.2,69.41,69.7,0,70.2765,70.7262,70.9423,71.7054,67.8898,39.0006,69.5188,70.339,71.1592,0.0331,0.1381
SPX,3/28/1962 12:00:00 AM,69.7,70.33,69.54,70.04,0,70.2292,70.3539,70.5723,71.3395,67.5025,45.9803,69.5294,70.343,71.1566,0.0085,0.1122
SPX,3/29/1962 12:00:00 AM,70.04,70.5,69.81,70.01,0,70.1854,70.4856,70.7065,71.4771,67.6222,45.4858,69.5091,70.3335,71.1579,-0.0132,0.0871
SPX,3/30/1962 12:00:00 AM,70.01,70.09,69.16,69.55,0,70.0583,70.6785,70.9116,71.67,67.8795,38.6256,69.4127,70.303,71.1933,-0.0668,0.0563
SPX,4/2/1962 12:00:00 AM,69.55,69.82,69.13,69.37,0,69.9206,70.1995,70.4132,71.1975,67.2704,36.3173,69.2986,70.271,71.2434,-0.1224,0.0206
SPX,4/3/1962 12:00:00 AM,69.37,69.53,68.53,68.81,0,69.6985,70.0129,70.2453,71.0154,67.1641,30.259,69.0759,70.2225,71.3691,-0.2092,-0.0254
SPX,4/4/1962 12:00:00 AM,68.81,69.22,68.33,68.49,0,69.4568,69.6327,69.8421,70.647,66.6131,27.4419,68.8046,70.1625,71.5204,-0.3004,-0.0804
SPX,4/5/1962 12:00:00 AM,68.49,69.09,68.12,68.91,0,69.3475,69.3858,69.6012,70.4192,66.3192,35.8797,68.6352,70.0985,71.5618,-0.3349,-0.1313
SPX,4/6/1962 12:00:00 AM,68.91,69.42,68.58,68.84,0,69.246,69.2431,69.4574,70.2985,66.0793,35.1461,68.4663,70.0195,71.5727,-0.3637,-0.1778
SPX,4/9/1962 12:00:00 AM,68.84,69.02,68.09,68.31,0,69.0588,69.6181,69.8501,70.6912,66.4752,30.124,68.205,69.915,71.625,-0.4244,-0.2271
SPX,4/10/1962 12:00:00 AM,68.31,68.8,67.94,68.56,0,68.959,69.1862,69.4197,70.2744,65.9894,34.8528,68.0365,69.813,71.5895,-0.4471,-0.2711
SPX,4/11/1962 12:00:00 AM,68.56,69.26,68.24,68.41,0,68.8492,68.9895,69.2338,70.0895,65.8022,33.3926,67.8862,69.688,71.4898,-0.4719,-0.3112
SPX,4/12/1962 12:00:00 AM,68.41,68.43,67.47,67.9,0,68.6594,69.4073,69.6422,70.5229,66.1065,28.9514,67.6835,69.53,71.3765,-0.5265,-0.3543
SPX,4/13/1962 12:00:00 AM,67.9,68.11,67.03,67.9,0,68.5075,68.6132,68.8545,69.7474,65.2701,28.9514,67.5204,69.378,71.2356,-0.5634,-0.3961
SPX,4/16/1962 12:00:00 AM,67.9,68.19,67.21,67.6,0,68.326,68.2703,68.5064,69.4278,64.8039,26.5431,67.3329,69.2155,71.0981,-0.6097,-0.4388
SPX,4/17/1962 12:00:00 AM,67.6,68.2,67.24,67.9,0,68.2408,68.3946,68.6444,69.5749,64.9072,32.5827,67.2345,69.0775,70.9205,-0.6152,-0.4741
SPX,4/18/1962 12:00:00 AM,67.9,68.72,67.83,68.27,0,68.2466,68.4056,68.6672,69.6024,64.9137,39.2201,67.2144,68.9655,70.7166,-0.5829,-0.4959
SPX,4/19/1962 12:00:00 AM,68.27,68.9,68.07,68.59,0,68.3153,68.9355,69.2118,70.1403,65.4897,44.3254,67.247,68.875,70.503,-0.5255,-0.5018
SPX,4/23/1962 12:00:00 AM,68.59,69.01,68.17,68.53,0,68.3582,69.1137,69.4024,70.3161,65.7451,43.5861,67.3157,68.779,70.2423,-0.4793,-0.4973
SPX,4/24/1962 12:00:00 AM,68.53,68.91,68.16,68.46,0,68.3786,69.2024,69.4933,70.3959,65.884,42.6915,67.3312,68.7075,70.0838,-0.4432,-0.4865
